Master Reel Width
2480
Grade(g/m2)
300
Thickness(microm)
430
FabReq Width(mm) Length(mm) Weigth(Kg) Toler. DiamExt DiamInt(mm)
   951     720    560   5000  0.075          0          0       0      0
   992     520    720   2000    0.1          0          0       0      0
  1008     535    800   2000    0.1          0          0       0      0
  1009     570    980   2000    0.1          0          0       0      0
  1010     615   1025   2000    0.1          0          0       0      0
  1011     660    925   2000    0.1          0          0       0      0
  1012     660    980   3000    0.1          0          0       0      0
  1013     680   1020   5000  0.075          0          0       0      0
  1014     910    675   2000    0.1          0          0       0      0
  1044     545    920   2500    0.1          0          0       0      0
  1045    1260      0   5100  0.075       1400       1450     200      0
  1048     840    520   8000   0.05          0          0       0      0
  1049    1350      0   2900    0.1       1200       1250     150      0
